site,instrument_depth_m,total_transect_depth_m,temp_c,pH,datetime_UTC
MKO,5,9,19.18,7.99,2018-10-01T00:00
MKO,5,9,19.39,7.98,2018-10-01T00:30
MKO,5,9,19.39,7.99,2018-10-01T01:00
MKO,5,9,18.79,7.98,2018-10-01T01:30
MKO,5,9,18.31,7.96,2018-10-01T02:00
MKO,5,9,17.18,7.91,2018-10-01T02:30
MKO,5,9,16.81,7.91,2018-10-01T03:00
MKO,5,9,16.85,7.91,2018-10-01T03:30
MKO,5,9,17.1,7.94,2018-10-01T04:00
MKO,5,9,16.81,7.91,2018-10-01T04:30
MKO,5,9,16.64,7.9,2018-10-01T05:00
MKO,5,9,17.79,7.96,2018-10-01T05:30
MKO,5,9,18.23,7.98,2018-10-01T06:00
MKO,5,9,18,7.94,2018-10-01T06:30
MKO,5,9,16.93,7.9,2018-10-01T07:00
MKO,5,9,18.1,7.96,2018-10-01T07:30
MKO,5,9,17.74,7.95,2018-10-01T08:00
MKO,5,9,17.4,7.92,2018-10-01T08:30
MKO,5,9,17.25,7.93,2018-10-01T09:00
MKO,5,9,17.13,7.92,2018-10-01T09:30
MKO,5,9,17.09,7.92,2018-10-01T10:00
MKO,5,9,17.07,7.91,2018-10-01T10:30
MKO,5,9,17.04,7.92,2018-10-01T11:00
MKO,5,9,17.25,7.92,2018-10-01T11:30
MKO,5,9,17.58,7.94,2018-10-01T12:00
MKO,5,9,17.67,7.94,2018-10-01T12:30
MKO,5,9,17.76,7.95,2018-10-01T13:00
MKO,5,9,17.8,7.95,2018-10-01T13:30
MKO,5,9,17.98,7.96,2018-10-01T14:00
MKO,5,9,18.04,7.95,2018-10-01T14:30
MKO,5,9,18.08,7.96,2018-10-01T15:00
MKO,5,9,18.24,7.96,2018-10-01T15:30
MKO,5,9,18.35,7.97,2018-10-01T16:00
MKO,5,9,18.42,7.97,2018-10-01T16:30
MKO,5,9,18.56,7.98,2018-10-01T17:00
MKO,5,9,18.52,7.97,2018-10-01T17:30
MKO,5,9,18.52,7.98,2018-10-01T18:00
MKO,5,9,18.54,7.97,2018-10-01T18:30
MKO,5,9,18.56,7.97,2018-10-01T19:00
MKO,5,9,18.63,7.97,2018-10-01T19:30
MKO,5,9,18.77,7.98,2018-10-01T20:00
MKO,5,9,18.84,7.98,2018-10-01T20:30
MKO,5,9,18.93,7.98,2018-10-01T21:00
MKO,5,9,18.97,7.98,2018-10-01T21:30
MKO,5,9,19.15,7.99,2018-10-01T22:00
MKO,5,9,19.19,7.98,2018-10-01T22:30
MKO,5,9,19.18,7.99,2018-10-01T23:00
MKO,5,9,19.22,7.97,2018-10-01T23:30
MKO,5,9,19.24,7.98,2018-10-02T00:00
MKO,5,9,19.2,7.98,2018-10-02T00:30
MKO,5,9,18.22,7.94,2018-10-02T01:00
MKO,5,9,17.85,7.93,2018-10-02T01:30
MKO,5,9,17.53,7.93,2018-10-02T02:00
MKO,5,9,18.46,7.95,2018-10-02T02:30
MKO,5,9,18.8,7.97,2018-10-02T03:00
MKO,5,9,19.11,7.97,2018-10-02T03:30
MKO,5,9,19.21,7.97,2018-10-02T04:00
MKO,5,9,19.22,7.97,2018-10-02T04:30
MKO,5,9,19.13,7.97,2018-10-02T05:00
MKO,5,9,18.99,7.96,2018-10-02T05:30
MKO,5,9,19.06,7.98,2018-10-02T06:00
MKO,5,9,19.13,7.97,2018-10-02T06:30
MKO,5,9,18.56,7.96,2018-10-02T07:00
MKO,5,9,17.75,7.93,2018-10-02T07:30
MKO,5,9,17.39,7.93,2018-10-02T08:00
MKO,5,9,17.42,7.92,2018-10-02T08:30
MKO,5,9,17.22,7.92,2018-10-02T09:00
MKO,5,9,17.29,7.92,2018-10-02T09:30
MKO,5,9,17.2,7.92,2018-10-02T10:00
MKO,5,9,17.18,7.92,2018-10-02T10:30
MKO,5,9,16.57,7.9,2018-10-02T11:00
MKO,5,9,17.21,7.91,2018-10-02T11:30
MKO,5,9,17.71,7.94,2018-10-02T12:00
MKO,5,9,18.04,7.95,2018-10-02T12:30
MKO,5,9,18.27,7.96,2018-10-02T13:00
MKO,5,9,18.32,7.95,2018-10-02T13:30
MKO,5,9,18.41,7.96,2018-10-02T14:00
MKO,5,9,18.35,7.93,2018-10-02T14:30
MKO,5,9,18.26,7.93,2018-10-02T15:00
MKO,5,9,18.28,7.93,2018-10-02T15:30
MKO,5,9,18.36,7.95,2018-10-02T16:00
MKO,5,9,18.71,7.97,2018-10-02T16:30
MKO,5,9,19.09,7.99,2018-10-02T17:00
MKO,5,9,19.15,7.98,2018-10-02T17:30
MKO,5,9,19.14,7.99,2018-10-02T18:00
MKO,5,9,19.17,7.98,2018-10-02T18:30
MKO,5,9,19.16,7.99,2018-10-02T19:00
MKO,5,9,19.14,7.98,2018-10-02T19:30
MKO,5,9,19.41,7.99,2018-10-02T20:00
MKO,5,9,18.96,7.97,2018-10-02T20:30
MKO,5,9,18.67,7.97,2018-10-02T21:00
MKO,5,9,18.34,7.95,2018-10-02T21:30
MKO,5,9,18.27,7.96,2018-10-02T22:00
MKO,5,9,18.13,7.95,2018-10-02T22:30
MKO,5,9,17.95,7.95,2018-10-02T23:00
MKO,5,9,17.69,7.95,2018-10-02T23:30
MKO,5,9,18.13,7.96,2018-10-03T00:00
MKO,5,9,18.27,7.95,2018-10-03T00:30
MKO,5,9,18.27,7.97,2018-10-03T01:00
MKO,5,9,18.37,7.96,2018-10-03T01:30
MKO,5,9,18.26,7.96,2018-10-03T02:00
MKO,5,9,18.5,7.95,2018-10-03T02:30
MKO,5,9,18.91,7.98,2018-10-03T03:00
MKO,5,9,18.95,7.97,2018-10-03T03:30
MKO,5,9,19.08,7.98,2018-10-03T04:00
MKO,5,9,19.13,7.98,2018-10-03T04:30
MKO,5,9,19.29,7.98,2018-10-03T05:00
MKO,5,9,19.37,7.97,2018-10-03T05:30
MKO,5,9,19.32,7.98,2018-10-03T06:00
MKO,5,9,19.24,7.98,2018-10-03T06:30
MKO,5,9,19.26,7.98,2018-10-03T07:00
MKO,5,9,19.26,7.97,2018-10-03T07:30
MKO,5,9,19.28,7.98,2018-10-03T08:00
MKO,5,9,19.12,7.97,2018-10-03T08:30
MKO,5,9,19.01,7.97,2018-10-03T09:00
MKO,5,9,19.1,7.97,2018-10-03T09:30
MKO,5,9,19.19,7.98,2018-10-03T10:00
MKO,5,9,19.16,7.97,2018-10-03T10:30
MKO,5,9,19.33,7.98,2018-10-03T11:00
MKO,5,9,19.41,7.98,2018-10-03T11:30
MKO,5,9,19.45,7.98,2018-10-03T12:00
MKO,5,9,19.43,7.98,2018-10-03T12:30
MKO,5,9,19.41,7.98,2018-10-03T13:00
MKO,5,9,19.46,7.97,2018-10-03T13:30
MKO,5,9,19.78,7.99,2018-10-03T14:00
MKO,5,9,19.88,7.98,2018-10-03T14:30
MKO,5,9,19.95,7.99,2018-10-03T15:00
MKO,5,9,19.92,8.13,2018-10-03T15:30
MKO,5,9,20.03,8.18,2018-10-03T16:00
MKO,5,9,20.15,8.2,2018-10-03T16:30
MKO,5,9,20.2,8.21,2018-10-03T17:00
MKO,5,9,20.19,8.2,2018-10-03T17:30
MKO,5,9,20.18,8.2,2018-10-03T18:00
MKO,5,9,20.16,8.19,2018-10-03T18:30
MKO,5,9,20.15,8.19,2018-10-03T19:00
MKO,5,9,20.17,8.18,2018-10-03T19:30
MKO,5,9,20.19,8.19,2018-10-03T20:00
MKO,5,9,20.19,8.18,2018-10-03T20:30
MKO,5,9,20.2,8.18,2018-10-03T21:00
MKO,5,9,20.21,8.18,2018-10-03T21:30
MKO,5,9,20.19,8.17,2018-10-03T22:00
MKO,5,9,20.17,8.14,2018-10-03T22:30
MKO,5,9,20.16,8.15,2018-10-03T23:00
MKO,5,9,20.17,8.13,2018-10-03T23:30
MKO,5,9,20.08,8.1,2018-10-04T00:00
MKO,5,9,19.74,8.01,2018-10-04T00:30
MKO,5,9,19.52,7.98,2018-10-04T01:00
MKO,5,9,19.66,8.14,2018-10-04T01:30
MKO,5,9,19.84,8.18,2018-10-04T02:00
MKO,5,9,19.6,8.15,2018-10-04T02:30
MKO,5,9,19.07,8.13,2018-10-04T03:00
MKO,5,9,19.42,8.15,2018-10-04T03:30
MKO,5,9,18.99,8.14,2018-10-04T04:00
MKO,5,9,19.34,8.16,2018-10-04T04:30
MKO,5,9,19.63,8.18,2018-10-04T05:00
MKO,5,9,19.96,8.2,2018-10-04T05:30
MKO,5,9,20,8.19,2018-10-04T06:00
MKO,5,9,20,8.18,2018-10-04T06:30
MKO,5,9,19.87,8.18,2018-10-04T07:00
MKO,5,9,19.72,8.16,2018-10-04T07:30
MKO,5,9,19.85,8.18,2018-10-04T08:00
MKO,5,9,19.96,8.18,2018-10-04T08:30
MKO,5,9,20.08,8.2,2018-10-04T09:00
MKO,5,9,19.79,8.17,2018-10-04T09:30
MKO,5,9,19.79,8.17,2018-10-04T10:00
MKO,5,9,19.89,8.17,2018-10-04T10:30
MKO,5,9,19.92,8.19,2018-10-04T11:00
MKO,5,9,20.06,8.19,2018-10-04T11:30
MKO,5,9,19.75,8.18,2018-10-04T12:00
MKO,5,9,19.82,8.18,2018-10-04T12:30
MKO,5,9,19.87,8.19,2018-10-04T13:00
MKO,5,9,19.8,8.18,2018-10-04T13:30
MKO,5,9,19.87,8.2,2018-10-04T14:00
MKO,5,9,19.86,8.18,2018-10-04T14:30
MKO,5,9,19.96,8.19,2018-10-04T15:00
MKO,5,9,19.97,8.18,2018-10-04T15:30
MKO,5,9,19.95,8.18,2018-10-04T16:00
MKO,5,9,19.43,8.14,2018-10-04T16:30
MKO,5,9,18.76,8.11,2018-10-04T17:00
MKO,5,9,18.72,8.1,2018-10-04T17:30
MKO,5,9,18.92,8.13,2018-10-04T18:00
MKO,5,9,19.22,8.14,2018-10-04T18:30
MKO,5,9,19.53,8.18,2018-10-04T19:00
MKO,5,9,19.63,8.14,2018-10-04T19:30
MKO,5,9,19.93,8.16,2018-10-04T20:00
MKO,5,9,20.15,8.17,2018-10-04T20:30
MKO,5,9,20.64,8.63,2018-10-04T21:00
MKO,5,9,20.65,8.5,2018-10-04T21:30
MKO,5,9,20.55,8.5,2018-10-04T22:00
MKO,5,9,20.21,8.48,2018-10-04T22:30
MKO,5,9,19.93,8.46,2018-10-04T23:00
MKO,5,9,19.97,8.46,2018-10-04T23:30
MKO,5,9,19.91,8.45,2018-10-05T00:00
MKO,5,9,19.57,8.42,2018-10-05T00:30
MKO,5,9,19.22,8.41,2018-10-05T01:00
MKO,5,9,18.98,8.4,2018-10-05T01:30
MKO,5,9,18.7,8.39,2018-10-05T02:00
MKO,5,9,18.47,8.37,2018-10-05T02:30
MKO,5,9,18.42,8.39,2018-10-05T03:00
MKO,5,9,18.45,8.38,2018-10-05T03:30
MKO,5,9,19.17,8.39,2018-10-05T04:00
MKO,5,9,19.58,8.39,2018-10-05T04:30
MKO,5,9,19.46,8.39,2018-10-05T05:00
MKO,5,9,19.23,8.37,2018-10-05T05:30
MKO,5,9,18.65,8.36,2018-10-05T06:00
MKO,5,9,18.44,8.35,2018-10-05T06:30
MKO,5,9,18.63,8.37,2018-10-05T07:00
MKO,5,9,18.81,8.37,2018-10-05T07:30
MKO,5,9,18.87,8.37,2018-10-05T08:00
MKO,5,9,19.09,8.37,2018-10-05T08:30
MKO,5,9,19.17,8.37,2018-10-05T09:00
MKO,5,9,19.25,8.36,2018-10-05T09:30
MKO,5,9,19.32,8.35,2018-10-05T10:00
MKO,5,9,19.29,8.35,2018-10-05T10:30
MKO,5,9,19.37,8.36,2018-10-05T11:00
MKO,5,9,19.43,8.35,2018-10-05T11:30
MKO,5,9,19.39,8.35,2018-10-05T12:00
MKO,5,9,19.37,8.36,2018-10-05T12:30
MKO,5,9,19.45,8.35,2018-10-05T13:00
MKO,5,9,19.48,8.36,2018-10-05T13:30
MKO,5,9,19.47,8.28,2018-10-05T14:00
MKO,5,9,19.27,8.28,2018-10-05T14:30
MKO,5,9,19.32,8.31,2018-10-05T15:00
MKO,5,9,19.35,8.32,2018-10-05T15:30
MKO,5,9,19.42,8.3,2018-10-05T16:00
MKO,5,9,19.49,8.3,2018-10-05T16:30
MKO,5,9,19.58,8.34,2018-10-05T17:00
MKO,5,9,19.59,8.34,2018-10-05T17:30
MKO,5,9,19.71,8.34,2018-10-05T18:00
MKO,5,9,19.81,8.32,2018-10-05T18:30
MKO,5,9,19.9,8.33,2018-10-05T19:00
MKO,5,9,19.95,8.31,2018-10-05T19:30
MKO,5,9,20.06,8.3,2018-10-05T20:00
MKO,5,9,20.1,8.28,2018-10-05T20:30
MKO,5,9,20.22,8.34,2018-10-05T21:00
MKO,5,9,20.29,8.33,2018-10-05T21:30
MKO,5,9,20.29,8.34,2018-10-05T22:00
MKO,5,9,20.24,8.34,2018-10-05T22:30
MKO,5,9,20.2,8.34,2018-10-05T23:00
MKO,5,9,20.24,8.34,2018-10-05T23:30
MKO,5,9,20.2,8.34,2018-10-06T00:00
MKO,5,9,20.13,8.32,2018-10-06T00:30
MKO,5,9,19.97,8.32,2018-10-06T01:00
MKO,5,9,19.97,8.32,2018-10-06T01:30
MKO,5,9,19.79,8.31,2018-10-06T02:00
MKO,5,9,19.14,8.29,2018-10-06T02:30
MKO,5,9,19.11,8.3,2018-10-06T03:00
MKO,5,9,18.86,8.29,2018-10-06T03:30
MKO,5,9,19.19,8.3,2018-10-06T04:00
MKO,5,9,19.13,8.3,2018-10-06T04:30
MKO,5,9,18.91,8.3,2018-10-06T05:00
MKO,5,9,18.97,8.3,2018-10-06T05:30
MKO,5,9,18.96,8.3,2018-10-06T06:00
MKO,5,9,19.13,8.31,2018-10-06T06:30
MKO,5,9,19.31,8.32,2018-10-06T07:00
MKO,5,9,19.61,8.32,2018-10-06T07:30
MKO,5,9,19.43,8.31,2018-10-06T08:00
MKO,5,9,19.52,8.31,2018-10-06T08:30
MKO,5,9,19.35,8.31,2018-10-06T09:00
MKO,5,9,19.56,8.31,2018-10-06T09:30
MKO,5,9,19.51,8.3,2018-10-06T10:00
MKO,5,9,19.45,8.3,2018-10-06T10:30
MKO,5,9,19.35,8.3,2018-10-06T11:00
MKO,5,9,19.34,8.3,2018-10-06T11:30
MKO,5,9,19.43,8.29,2018-10-06T12:00
MKO,5,9,19.38,8.29,2018-10-06T12:30
MKO,5,9,19.18,8.3,2018-10-06T13:00
MKO,5,9,19.29,8.29,2018-10-06T13:30
MKO,5,9,19.44,8.31,2018-10-06T14:00
MKO,5,9,19.38,8.3,2018-10-06T14:30
MKO,5,9,19.47,8.3,2018-10-06T15:00
MKO,5,9,19.62,8.3,2018-10-06T15:30
MKO,5,9,19.66,8.3,2018-10-06T16:00
MKO,5,9,19.64,8.3,2018-10-06T16:30
MKO,5,9,19.6,8.3,2018-10-06T17:00
MKO,5,9,19.65,8.29,2018-10-06T17:30
MKO,5,9,19.63,8.29,2018-10-06T18:00
MKO,5,9,19.77,8.29,2018-10-06T18:30
MKO,5,9,19.8,8.29,2018-10-06T19:00
MKO,5,9,19.81,8.28,2018-10-06T19:30
MKO,5,9,19.94,8.29,2018-10-06T20:00
MKO,5,9,20.1,8.29,2018-10-06T20:30
MKO,5,9,19.97,8.29,2018-10-06T21:00
MKO,5,9,20.13,8.29,2018-10-06T21:30
MKO,5,9,20.04,8.29,2018-10-06T22:00
MKO,5,9,19.85,8.27,2018-10-06T22:30
MKO,5,9,19.29,8.28,2018-10-06T23:00
MKO,5,9,18.96,8.28,2018-10-06T23:30
MKO,5,9,19.01,8.29,2018-10-07T00:00
MKO,5,9,18.96,8.28,2018-10-07T00:30
MKO,5,9,18.99,8.28,2018-10-07T01:00
MKO,5,9,18.2,8.27,2018-10-07T01:30
MKO,5,9,17.95,8.27,2018-10-07T02:00
MKO,5,9,17.67,8.27,2018-10-07T02:30
MKO,5,9,17.43,8.27,2018-10-07T03:00
MKO,5,9,17.28,8.26,2018-10-07T03:30
MKO,5,9,17.3,8.27,2018-10-07T04:00
MKO,5,9,17.29,8.26,2018-10-07T04:30
MKO,5,9,17.37,8.27,2018-10-07T05:00
MKO,5,9,17.76,8.28,2018-10-07T05:30
MKO,5,9,17.9,8.29,2018-10-07T06:00
MKO,5,9,18.01,8.29,2018-10-07T06:30
MKO,5,9,18.17,8.3,2018-10-07T07:00
MKO,5,9,18.27,8.31,2018-10-07T07:30
MKO,5,9,18.45,8.32,2018-10-07T08:00
MKO,5,9,18.61,8.32,2018-10-07T08:30
MKO,5,9,18.78,8.32,2018-10-07T09:00
MKO,5,9,18.92,8.31,2018-10-07T09:30
MKO,5,9,19.16,8.28,2018-10-07T10:00
MKO,5,9,19.33,8.29,2018-10-07T10:30
MKO,5,9,19.26,8.29,2018-10-07T11:00
MKO,5,9,19.19,8.29,2018-10-07T11:30
MKO,5,9,19.23,8.3,2018-10-07T12:00
MKO,5,9,19.27,8.3,2018-10-07T12:30
MKO,5,9,19.27,8.31,2018-10-07T13:00
MKO,5,9,19.23,8.32,2018-10-07T13:30
MKO,5,9,19.26,8.32,2018-10-07T14:00
MKO,5,9,19.22,8.31,2018-10-07T14:30
MKO,5,9,19.21,8.3,2018-10-07T15:00
MKO,5,9,19.24,8.3,2018-10-07T15:30
MKO,5,9,19.24,8.3,2018-10-07T16:00
MKO,5,9,19.25,8.32,2018-10-07T16:30
MKO,5,9,19.25,8.31,2018-10-07T17:00
MKO,5,9,19.27,8.3,2018-10-07T17:30
MKO,5,9,19.26,8.31,2018-10-07T18:00
MKO,5,9,19.33,8.3,2018-10-07T18:30
MKO,5,9,19.42,8.31,2018-10-07T19:00
MKO,5,9,19.45,8.3,2018-10-07T19:30
MKO,5,9,19.57,8.31,2018-10-07T20:00
MKO,5,9,19.45,8.31,2018-10-07T20:30
MKO,5,9,19.4,8.3,2018-10-07T21:00
MKO,5,9,19.26,8.3,2018-10-07T21:30
MKO,5,9,19.27,8.3,2018-10-07T22:00
MKO,5,9,19.51,8.31,2018-10-07T22:30
MKO,5,9,19.03,8.31,2018-10-07T23:00
MKO,5,9,19.46,8.3,2018-10-07T23:30
MKO,5,9,19.83,8.33,2018-10-08T00:00
MKO,5,9,19.95,8.33,2018-10-08T00:30
MKO,5,9,19.17,8.31,2018-10-08T01:00
MKO,5,9,18.51,8.29,2018-10-08T01:30
MKO,5,9,17.76,8.29,2018-10-08T02:00
MKO,5,9,19.43,8.33,2018-10-08T02:30
MKO,5,9,19.3,8.32,2018-10-08T03:00
MKO,5,9,19.66,8.33,2018-10-08T03:30
MKO,5,9,19.91,8.33,2018-10-08T04:00
MKO,5,9,19.89,8.33,2018-10-08T04:30
MKO,5,9,19.84,8.33,2018-10-08T05:00
MKO,5,9,19.78,8.33,2018-10-08T05:30
MKO,5,9,19.54,8.32,2018-10-08T06:00
MKO,5,9,19.65,8.32,2018-10-08T06:30
MKO,5,9,19.61,8.32,2018-10-08T07:00
MKO,5,9,19.63,8.31,2018-10-08T07:30
MKO,5,9,19.67,8.32,2018-10-08T08:00
MKO,5,9,19.69,8.31,2018-10-08T08:30
MKO,5,9,19.76,8.3,2018-10-08T09:00
MKO,5,9,19.73,8.3,2018-10-08T09:30
MKO,5,9,19.72,8.31,2018-10-08T10:00
MKO,5,9,19.66,8.31,2018-10-08T10:30
MKO,5,9,19.61,8.31,2018-10-08T11:00
MKO,5,9,19.58,8.32,2018-10-08T11:30
MKO,5,9,19.49,8.3,2018-10-08T12:00
MKO,5,9,19.52,8.32,2018-10-08T12:30
MKO,5,9,19.45,8.32,2018-10-08T13:00
MKO,5,9,19.39,8.31,2018-10-08T13:30
MKO,5,9,19.26,8.31,2018-10-08T14:00
MKO,5,9,19.26,8.31,2018-10-08T14:30
MKO,5,9,19.12,8.31,2018-10-08T15:00
MKO,5,9,19.4,8.29,2018-10-08T15:30
MKO,5,9,19.54,8.29,2018-10-08T16:00
MKO,5,9,19.57,8.29,2018-10-08T16:30
MKO,5,9,19.65,8.3,2018-10-08T17:00
MKO,5,9,19.68,8.29,2018-10-08T17:30
MKO,5,9,19.83,8.28,2018-10-08T18:00
MKO,5,9,19.85,8.27,2018-10-08T18:30
MKO,5,9,19.9,8.26,2018-10-08T19:00
MKO,5,9,19.96,8.27,2018-10-08T19:30
MKO,5,9,20.05,8.26,2018-10-08T20:00
MKO,5,9,20.15,8.25,2018-10-08T20:30
MKO,5,9,20.14,8.23,2018-10-08T21:00
MKO,5,9,20.14,8.23,2018-10-08T21:30
MKO,5,9,20.09,8.21,2018-10-08T22:00
MKO,5,9,20.03,8.19,2018-10-08T22:30
MKO,5,9,20.34,8.19,2018-10-08T23:00
MKO,5,9,20.41,8.18,2018-10-08T23:30
MKO,5,9,20.32,8.17,2018-10-09T00:00
MKO,5,9,20.44,8.17,2018-10-09T00:30
MKO,5,9,20.5,8.16,2018-10-09T01:00
MKO,5,9,20.5,8.14,2018-10-09T01:30
MKO,5,9,20.5,8.14,2018-10-09T02:00
MKO,5,9,20.5,8.14,2018-10-09T02:30
MKO,5,9,20.24,8.13,2018-10-09T03:00
MKO,5,9,20.05,8.13,2018-10-09T03:30
MKO,5,9,19.83,8.14,2018-10-09T04:00
MKO,5,9,19.97,8.14,2018-10-09T04:30
MKO,5,9,19.79,8.14,2018-10-09T05:00
MKO,5,9,19.67,8.13,2018-10-09T05:30
MKO,5,9,19.63,8.14,2018-10-09T06:00
MKO,5,9,19.54,8.14,2018-10-09T06:30
MKO,5,9,19.58,8.15,2018-10-09T07:00
MKO,5,9,19.64,8.15,2018-10-09T07:30
MKO,5,9,19.83,8.15,2018-10-09T08:00
MKO,5,9,19.85,8.14,2018-10-09T08:30
MKO,5,9,19.95,8.16,2018-10-09T09:00
MKO,5,9,19.9,8.14,2018-10-09T09:30
MKO,5,9,20.15,8.17,2018-10-09T10:00
MKO,5,9,20.25,8.19,2018-10-09T10:30
MKO,5,9,20.24,8.2,2018-10-09T11:00
MKO,5,9,20.15,8.18,2018-10-09T11:30
MKO,5,9,20.1,8.18,2018-10-09T12:00
MKO,5,9,19.98,8.16,2018-10-09T12:30
MKO,5,9,19.95,8.17,2018-10-09T13:00
MKO,5,9,19.96,8.18,2018-10-09T13:30
MKO,5,9,19.97,8.2,2018-10-09T14:00
MKO,5,9,19.87,8.19,2018-10-09T14:30
MKO,5,9,19.92,8.2,2018-10-09T15:00
MKO,5,9,19.97,8.2,2018-10-09T15:30
MKO,5,9,20.02,8.21,2018-10-09T16:00
MKO,5,9,20.01,8.17,2018-10-09T16:30
MKO,5,9,19.99,8.19,2018-10-09T17:00
MKO,5,9,19.96,8.18,2018-10-09T17:30
MKO,5,9,19.93,8.19,2018-10-09T18:00
MKO,5,9,20.05,8.21,2018-10-09T18:30
MKO,5,9,20.1,8.2,2018-10-09T19:00
MKO,5,9,20.2,8.2,2018-10-09T19:30
MKO,5,9,20.33,8.2,2018-10-09T20:00
MKO,5,9,20.41,8.16,2018-10-09T20:30
MKO,5,9,20.46,8.17,2018-10-09T21:00
MKO,5,9,20.58,8.17,2018-10-09T21:30
MKO,5,9,20.64,8.18,2018-10-09T22:00
MKO,5,9,20.58,8.15,2018-10-09T22:30
MKO,5,9,20.62,8.17,2018-10-09T23:00
MKO,5,9,20.62,8.17,2018-10-09T23:30
MKO,5,9,20.78,8.18,2018-10-10T00:00
MKO,5,9,20.67,8.17,2018-10-10T00:30
MKO,5,9,20.58,8.18,2018-10-10T01:00
MKO,5,9,20.58,8.17,2018-10-10T01:30
MKO,5,9,20.6,8.19,2018-10-10T02:00
MKO,5,9,20.7,8.19,2018-10-10T02:30
MKO,5,9,20.58,8.19,2018-10-10T03:00
MKO,5,9,20.46,8.19,2018-10-10T03:30
MKO,5,9,20.46,8.19,2018-10-10T04:00
MKO,5,9,20.46,8.17,2018-10-10T04:30
MKO,5,9,20.44,8.18,2018-10-10T05:00
MKO,5,9,20.35,8.18,2018-10-10T05:30
MKO,5,9,20.26,8.19,2018-10-10T06:00
MKO,5,9,20.28,8.18,2018-10-10T06:30
MKO,5,9,20.31,8.18,2018-10-10T07:00
MKO,5,9,20.22,8.17,2018-10-10T07:30
MKO,5,9,20.08,8.17,2018-10-10T08:00
MKO,5,9,19.9,8.16,2018-10-10T08:30
MKO,5,9,19.94,8.17,2018-10-10T09:00
MKO,5,9,19.96,8.16,2018-10-10T09:30
MKO,5,9,20.03,8.16,2018-10-10T10:00
MKO,5,9,20.05,8.15,2018-10-10T10:30
MKO,5,9,20.02,8.16,2018-10-10T11:00
MKO,5,9,20.01,8.16,2018-10-10T11:30
MKO,5,9,20.01,8.16,2018-10-10T12:00
MKO,5,9,19.96,8.15,2018-10-10T12:30
MKO,5,9,19.81,8.16,2018-10-10T13:00
MKO,5,9,19.79,8.16,2018-10-10T13:30
MKO,5,9,19.76,8.16,2018-10-10T14:00
MKO,5,9,19.65,8.16,2018-10-10T14:30
MKO,5,9,19.57,8.16,2018-10-10T15:00
MKO,5,9,19.65,8.15,2018-10-10T15:30
MKO,5,9,19.61,8.16,2018-10-10T16:00
MKO,5,9,19.67,8.15,2018-10-10T16:30
MKO,5,9,19.77,8.15,2018-10-10T17:00
MKO,5,9,19.83,8.16,2018-10-10T17:30
MKO,5,9,19.91,8.17,2018-10-10T18:00
MKO,5,9,19.93,8.17,2018-10-10T18:30
MKO,5,9,19.89,8.16,2018-10-10T19:00
MKO,5,9,19.98,8.17,2018-10-10T19:30
MKO,5,9,20.04,8.16,2018-10-10T20:00
MKO,5,9,20.07,8.15,2018-10-10T20:30
MKO,5,9,20.08,8.14,2018-10-10T21:00
MKO,5,9,20.1,8.13,2018-10-10T21:30
MKO,5,9,20.11,8.13,2018-10-10T22:00
MKO,5,9,20.13,8.13,2018-10-10T22:30
MKO,5,9,20.17,8.13,2018-10-10T23:00
MKO,5,9,20.2,8.13,2018-10-10T23:30
MKO,5,9,20.19,8.14,2018-10-11T00:00
MKO,5,9,20.19,8.16,2018-10-11T00:30
MKO,5,9,20.19,8.17,2018-10-11T01:00
MKO,5,9,20.19,8.16,2018-10-11T01:30
MKO,5,9,20.21,8.16,2018-10-11T02:00
MKO,5,9,20.22,8.16,2018-10-11T02:30
MKO,5,9,20.2,8.18,2018-10-11T03:00
MKO,5,9,20.19,8.17,2018-10-11T03:30
MKO,5,9,20.18,8.17,2018-10-11T04:00
MKO,5,9,20.15,8.16,2018-10-11T04:30
MKO,5,9,20.12,8.17,2018-10-11T05:00
MKO,5,9,20.08,8.16,2018-10-11T05:30
MKO,5,9,19.93,8.15,2018-10-11T06:00
MKO,5,9,19.97,8.17,2018-10-11T06:30
MKO,5,9,19.95,8.17,2018-10-11T07:00
MKO,5,9,19.78,8.15,2018-10-11T07:30
MKO,5,9,19.84,8.16,2018-10-11T08:00
MKO,5,9,19.79,8.15,2018-10-11T08:30
MKO,5,9,19.84,8.15,2018-10-11T09:00
MKO,5,9,19.85,8.14,2018-10-11T09:30
MKO,5,9,19.83,8.15,2018-10-11T10:00
MKO,5,9,19.78,8.14,2018-10-11T10:30
MKO,5,9,19.77,8.14,2018-10-11T11:00
MKO,5,9,19.71,8.13,2018-10-11T11:30
MKO,5,9,19.74,8.14,2018-10-11T12:00
MKO,5,9,19.76,8.13,2018-10-11T12:30
MKO,5,9,19.75,8.13,2018-10-11T13:00
MKO,5,9,19.74,8.13,2018-10-11T13:30
MKO,5,9,19.76,8.13,2018-10-11T14:00
MKO,5,9,19.76,8.12,2018-10-11T14:30
MKO,5,9,19.77,8.13,2018-10-11T15:00
MKO,5,9,19.77,8.13,2018-10-11T15:30
MKO,5,9,19.75,8.12,2018-10-11T16:00
MKO,5,9,19.74,8.12,2018-10-11T16:30
MKO,5,9,19.72,8.14,2018-10-11T17:00
MKO,5,9,19.75,8.12,2018-10-11T17:30
MKO,5,9,19.77,8.14,2018-10-11T18:00
